ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
Yuva Vikas Sanstha,UP/2019/0242756,Sub-Registrar,Trust (Non-Government),02/2015 AW 238727,Available,Available,INDIAN TRUST ACT 1882,Ghazipur,UTTAR PRADESH,08-01-2015,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Nutrition,Panchayati Raj,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs,Any Other,Information &amp; Communication Technology,Minority Issues,Water Resources","BIHAR, UTTAR PRADESH, BIHAR","BIHAR-&gt;Bhojpur, Buxar, UTTAR PRADESH-&gt;Mahrajganj, Gorakhpur, Mau, Ballia, Ghazipur, Chandauli, Varanasi, Sonbhadra, BIHAR-&gt;Gopalganj",Not Available,Not Available,"Education Awareness campaign,Vocational Training,Bal Panchayat and Youth Panchayat Orgainsations,Kishori Groups,150 SHGs,Support education centre,health camps for lactationg and pregnant mothers,HIV awareness,vaccinations,Income generation workshop,nutrition care team at village level,improvement in mid day meals in governmental schools,lobbying and advocacy for women and child,prevention of child labor and bonded labor,animal husbandry,panchayati raj training,training of ASHA,ANM,JNMs. ",Village Naseerpur Kalan Salempur Post Mohammadabad 233227 Ghazipur Uttar Pradesh,Ghazipur,UTTAR PRADESH,Not Available,Not Available,yuvavikassansthaup(at)gmail[dot]com,"{' Rajendra Singh': 'President', ' Manju Devi': 'Secretary', ' Suresh Yadav': 'Treasurer'}","{' Rajendra Singh': 'Available', ' Manju Devi': 'Available', ' Suresh Yadav': 'Available'}","{' Rajendra Singh': 'Available', ' Manju Devi': 'Available', ' Suresh Yadav': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'Amount of 51,639 was collected through local contribution with proper audited statements.It was aimed to influence and improve the education and health of children belonging to marginalized and vulnerable communities.Along with this task empowerment of rural women in terms of functional literacy and income generation so that they could fulfill their basic needs. ', '2017-2018': 'Amount of 94,543 collected through local contribution and spent for Education,Health and Women empowerment in rural areas.In this project rural women and child were accessed in two districts of Uttar Pradesh  namely Ghazipur and Mau.Support Education,Health Camp,Awareness Generation Campaign were the crucial activities in this project.', '2018-2019': 'Amount of 4,20,560 was collected through local contribution with proper audited statements.It was aimed to influence and improve the education and health of children belonging to marginalised and vulnearable communities in three districts of Uttar Pradesh namely Ballia,ghazipur and Mau.Along with this task empowerment of rural women in terms of functional literacy and income generation so that they could fulfill their basic needs. ', '2019-2020': 'Amount of 5,39,693 was collected through local contribution.It was utilized to influence and improve the education and health of children belonging to marginalized and vulnerable communities in three districts of Uttar Pradesh namely Ballia,ghazipur and Mau.Along with this task empowerment of rural women in terms of functional literacy,SRHR,Training of PRI,food and ration distribution to weaker section,income generation so that they could fulfill their basic needs. '}",34,86,195,100
Yuva Vikas Sansthan,UP/2017/0169640,Registrar of Societies,Registered Societies (Non-Government),421,Available,Available,"Societies Registration Act 21, 1860",Sitapur,UTTAR PRADESH,25-05-2016,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Agra, Aligarh, Prayagraj, Ambedkar Nagar, Amethi, Auraiya, Azamgarh, Baghpat, Bahraich, Ballia, Balrampur, Banda, Bara Banki, Bareilly, Basti, Bijnor, Budaun, Bulandshahr , Chandauli, Chitrakoot, Deoria, Etah, Etawah, Faizabad, Farrukhabad, Fatehpur, Firozabad, Gautam Buddha Nagar, Ghaziabad, Ghazipur, Gonda, Gorakhpur, Hamirpur, Hapur, Hardoi, Hathras, Jalaun , Jaunpur, Jhansi, Jyotiba Phule Nagar, Kannauj, Kanpur Dehat, Kanpur Nagar, Kanshiram Nagar, Kaushambi, Kheri, Kushinagar, Lalitpur, Lucknow, Mahoba, Mahrajganj, Mainpuri, Mathura, Mau, Meerut, Mirzapur, Moradabad, Muzaffarnagar, Noida, Pilibhit, Pratapgarh, Rae Bareli, Rampur, Saharanpur, Sambhal, Sant Kabir Nagar, Sant Ravidas Nagar (Bhadohi), Shahjahanpur, Shamli, Shrawasti, Siddharthnagar, Sitapur, Sonbhadra, Sultanpur, Unnao, Varanasi",Not Available,Not Available,Animal Husbandry Dairying and Fisheries Aged Elderly Agriculture Art and Culture Biotechnology Children Civic Issues Differently Abled Disaster Management Dalit Upliftment Drinking Water Education and Literacy Environment and Forests Food Processing Health and Family Welfare HIV AIDS Housing Human Rights Information and Communication Technology Legal Awareness and Aid Labour and Employment Land Resources Micro Finance SHGs Minority Issues Micro Small and Medium Enterprises,"Naipalapur Chauraha, Near Bijwar Road, District-Sitapur",Sitapur,UTTAR PRADESH,Not Available,Not Available,yuvangositapur(at)gmail[dot]com,"{' Shalani Shukla': 'President', ' Ashish Kumar Pandey': 'Others', ' Uttam Kumar': 'Member'}","{' Shalani Shukla': 'Available', ' Ashish Kumar Pandey': 'Available', ' Uttam Kumar': 'Available'}","{' Shalani Shukla': 'Available', ' Ashish Kumar Pandey': 'Available', ' Uttam Kumar': 'Available'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified'}","{'2017-2018': 'Any Other', '2016-2017': 'Any Other'}","{'2017-2018': 'Not Applicable', '2016-2017': 'Not Applicable'}",34,87,195,100
yuva vikasa samiti,UP/2018/0193542,Registrar of Societies,Registered Societies (Non-Government),116/2016,Available,Available,1860,fatehpur,UTTAR PRADESH,09-06-2016,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Children,Education &amp; Literacy,Human Rights,Information &amp; Communication Technology,Right to Information &amp; Advocacy,Water Resources,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Fatehpur, Kanpur Dehat, Kanpur Nagar, Jhansi, Banda, Chitrakoot, Pratapgarh, Prayagraj",Not Available,Not Available,"The Yuva Vikas Samiti aspires to improve lives by diligently working towards the multifaceted issue of illeteracy. Striving for an educated society and generations, we ensure to revamp the nation from root level propagating a wind of change that would fill the atmosphere with knowledge, progress and happiness.

Likewise illiteracy, indecent conducts with senior residents and veterans resulting in homelessness and poor living is a growing concern for the society. ",vill saura post malwan ,fatehpur,UTTAR PRADESH,Not Available,Not Available,gyanendram01(at)gmail[dot]com,"{' GYANENDRA KUMAR MISHRA': 'President', ' SANJAY DATT DWEVEDI': 'Secretary', ' Ramkishor Babulal Sharma': 'Member', ' Rohit kumar': 'Treasurer', ' Anand kumar awasthi': 'Member'}","{' GYANENDRA KUMAR MISHRA': 'Available', ' SANJAY DATT DWEVEDI': 'Available', ' Ramkishor Babulal Sharma': 'Available', ' Rohit kumar': 'Available', ' Anand kumar awasthi': 'Available'}","{' GYANENDRA KUMAR MISHRA': 'Available', ' SANJAY DATT DWEVEDI': 'Available', ' Ramkishor Babulal Sharma': 'Available', ' Rohit kumar': 'Available', ' Anand kumar awasthi': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2016-2017': 'The Department of Social Development says a shortage of social workers should not hamper the delivery of services\n\nThe Department of Social Development says a shortage of social workers should not hamper the delivery of services.\n\nSocial Development Minister, Bathabile Dlamini, points out that in the light of shortage of social workers in South Africa, government must find creative ways of reaching out to people with the human resources that it currently has at its disposal.', '2017-2018': 'Membership charge and  Member dunetion', '2019-2020': 'Agriculture,  Animal Husbandry, Dairying ', '2020-2021': ' Education '}",34,88,195,100
YUVA VIKASH KALYAN SAMITI,UP/2020/0250851,Sub-Registrar,Registered Societies (Non-Government),MOR/04300/2019-2020,Available,Available,"21,1860",MORADABAD,UTTAR PRADESH,20-08-2019,"Children,Labour &amp; Employment",UTTAR PRADESH,UTTAR PRADESH-&gt;Moradabad,Not Available,Not Available,Not Available,"SUNDER NAGAR LINEPAR HARTHLA MORADABAD
DIST-MORADABAD ,UTTAR PARDESHPIN-244001",MORADABAD,UTTAR PRADESH,Not Available,http://www.yvkalyansamiti.org,hryvks[dot]info(at)gmail.com,"{' MOHD IBRAN AHMAD': 'President', ' SARFARAZ': 'Manager', ' NAZREEN': 'Treasurer'}","{' MOHD IBRAN AHMAD': 'Available', ' SARFARAZ': 'Available', ' NAZREEN': 'Available'}","{' MOHD IBRAN AHMAD': 'Available', ' SARFARAZ': 'Available', ' NAZREEN': 'Available'}",{'2019-2020': 'Not Specified'},{'2019-2020': 'Not Specified'},{'2019-2020': 'Any Other'},"{'2019-2020': 'YUVA VIKASH KALYAN SAMITI has been striving to give a good sarvice to the society for education,heaith,sports,unmployment etc.and wants to continue this campaign in which your cooperation is very much needed.'}",34,89,195,100
yuva vikash samiti,UP/2009/0005790,Registrar of Societies,Registered Societies (Non-Government),831,Available,Available,Society Registration Act 21 1860,basti,UTTAR PRADESH,17-10-2007,"Animal Husbandry, Dairying  &amp;  Fisheries,Aged/Elderly,Agriculture,Art &amp; Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Information &amp; Communication Technology,Legal Awareness &amp; Aid,Labour &amp; Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small &amp; Medium Enterprises,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Tourism,Vocational Training,Water Resources,Sports,Tribal Affairs,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Agra, Aligarh, Prayagraj, Ambedkar Nagar, Auraiya, Azamgarh, Baghpat, Bahraich, Ballia, Banda, Bara Banki, Bareilly, Basti, Bijnor, Budaun, Bulandshahr , Chandauli, Chitrakoot, Deoria, Etah, Etawah, Faizabad, Farrukhabad, Fatehpur, Firozabad, Gautam Buddha Nagar, Ghaziabad, Ghazipur, Gonda, Gorakhpur, Hamirpur, Hardoi, Hathras, Jalaun , Jaunpur, Jhansi, Jyotiba Phule Nagar, Kannauj, Kanpur Dehat, Kanpur Nagar, Kaushambi, Kheri, Kushinagar, Lalitpur, Lucknow, Mahrajganj, Mahoba, Mainpuri, Mathura, Mau, Meerut, Mirzapur, Moradabad, Muzaffarnagar, Pilibhit, Rae Bareli, Rampur, Saharanpur, Sant Kabir Nagar, Sant Ravidas Nagar (Bhadohi), Shahjahanpur, Shrawasti, Siddharthnagar, Sitapur, Sonbhadra, Sultanpur, Unnao, Varanasi, Kanshiram Nagar",Not Available,Not Available,1-Basic education 2- Environmental awareness 3- Tota; sanitation 4child and women Health 5-women empowerment 6=disaster management 7-Agriculture  8-  Library  9- panchaytiraj awareness 9- vocational Training etc...,Vill-Tharauli Post-gaura Upadhyayadistt-basti Pin code-272124,basti,UTTAR PRADESH,05542-230556,http://yvsindia.org,yuva_vikash(at)rediffmail[dot]com,"{' Brihaspati Kumar Pandey': 'Secretary', ' DEEPAK DUBEY': 'Treasurer', ' MAHESH DUTT PANDEY': 'Vice President'}","{' Brihaspati Kumar Pandey': 'Available', ' DEEPAK DUBEY': 'Available', ' MAHESH DUTT PANDEY': 'Available'}","{' Brihaspati Kumar Pandey': 'Available', ' DEEPAK DUBEY': 'Available', ' MAHESH DUTT PANDEY': 'Available'}","{'2013-2014': '10000', '2014-2015': 'Not Specified', '2015-2016': '10000', '2016-2017': '113025', '2017-2018': '100000', '2018-2019': '100000'}","{'2013-2014': 'Ministry Of  Environment and  Forest ', '2014-2015': 'Not Specified', '2015-2016': 'Ministry Of Environment and Forest Govt India ', '2016-2017': 'Raja Rammohan Roy Library Foundation Kolkata  Ministry of Culture Govt of India ', '2017-2018': 'Raja Rammohan Roy Library Foundation Kolkata Ministry of Culture Govt of India', '2018-2019': 'Ministry Of Culture  Govt India'}","{'2013-2014': 'Central', '2014-2015': 'Any Other', '2015-2016': 'Central', '2016-2017': 'Central', '2017-2018': 'Central', '2018-2019': 'Central'}","{'2013-2014': 'Environmental Awerness Programme', '2014-2015': 'No Any Grants sanctioned by state or central Goverment.', '2015-2016': 'Environmental Awerness Programme ', '2016-2017': ' Books and Binding ', '2017-2018': 'Raja Rammohan Roy Library Foundation Kolkata Ministry of Culture Govt of India', '2018-2019': 'Cultural Function and Production Grant'}",34,90,195,100
yuva viklang evam dristibadhitarth kalyan sewa sansthan,UP/2016/0097069,Registrar of Societies,Registered Societies (Non-Government),457/1999-2000,Available,Available,1860,Sultanpur,UTTAR PRADESH,30-06-1999,Any Other,UTTAR PRADESH,UTTAR PRADESH-&gt;Sultanpur,Available,137620026,Working in the area of disability since its inception from 1999. For their upliftement by education social and economic empowerment to bring them into the main stream of the society.,"Near SBI Bank, Kurebhar Sultanpur Uttar Pradesh",Sultanpur,UTTAR PRADESH,05362-266330,Not Available,yvdkss(at)gmil[dot]com,"{' MAYANK SHASHI': 'President', ' santram shukla': 'Treasurer', ' ravi shankar pandey': 'Secretary'}","{' MAYANK SHASHI': 'Available', ' santram shukla': 'Available', ' ravi shankar pandey': 'Available'}","{' MAYANK SHASHI': 'Available', ' santram shukla': 'Available', ' ravi shankar pandey': 'Available'}","{'2015-2016': '4850800', '2016-2017': '5709808', '2017-2018': '2172503', '2018-2019': 'Not Specified'}","{'2015-2016': 'SIGHTSAVERS', '2016-2017': 'SIGHTSAVERS', '2017-2018': 'SIGHTSAVERS', '2018-2019': 'Not Specified'}","{'2015-2016': 'Overseas', '2016-2017': 'Overseas', '2017-2018': 'Overseas', '2018-2019': 'Any Other'}","{'2015-2016': 'SIGHTSAVERS', '2016-2017': 'SIGHTSAVERS', '2017-2018': 'SIGHTSAVERS', '2018-2019': 'NO FUND SANSCTION'}",34,91,195,100
Yuva.vikas.foundation ,UP/2019/0235538,Registrar of Societies,Registered Societies (Non-Government),KNJ/01804/2019-2020,Available,Available,AN ASSOCIATION,KANNAUJ,UTTAR PRADESH,31-05-2019,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,VILL-kankarkui post nademau disst-kannauj uttar pradesh 209728,KANNAUJ,UTTAR PRADESH,Not Available,Not Available,suraj7054268331(at)gmail[dot]com,"{' SURAJ KUMAR': 'President', ' SHATRUGHAN PRASAD': 'Vice President', ' SAPNA': 'Financial Officer', ' RAVI PRATAP': 'Secretary'}","{' SURAJ KUMAR': 'Available', ' SHATRUGHAN PRASAD': 'Available', ' SAPNA': 'Available', ' RAVI PRATAP': 'Available'}","{' SURAJ KUMAR': 'Available', ' SHATRUGHAN PRASAD': 'Available', ' SAPNA': 'Available', ' RAVI PRATAP': 'Available'}",{'2019-2020': 'Not Specified'},{'2019-2020': 'Not Specified'},{'2019-2020': 'Any Other'},{'2019-2020': 'WE WANT DEVELOPED AUR RURAL AREAS BUT WE DONT HAVEN MONEY PLEASE HELP US'},34,92,195,100
Yuvaa welfare society ,UP/2018/0212642,Registrar of Societies,Registered Societies (Non-Government),02936,Available,Available,"21,1860",VARANASI,UTTAR PRADESH,07-08-2018,Not Available,UTTAR PRADESH,UTTAR PRADESH-&gt;Varanasi,Not Available,Not Available,Not Available,A 38 310 KH K 1 PALANG SHAHEED KONIYA VARANASI221001,VARANASI,UTTAR PRADESH,Not Available,Not Available,manishpaween066(at)gmail[dot]com,"{' PRAWEEN KUMAR TIWARI': 'Chairman', ' PRITI DEVI': 'Member', ' ABHISHEK KUMAR DUBEY': 'Member', ' DHANANJAY PANDEY': 'Treasurer', ' manish tiwari': 'General Manager', ' prashant kumar tiwari': 'Member', ' rahul kumar pandey': 'Vice President'}","{' PRAWEEN KUMAR TIWARI': 'Available', ' PRITI DEVI': 'Available', ' ABHISHEK KUMAR DUBEY': 'Available', ' DHANANJAY PANDEY': 'Available', ' manish tiwari': 'Available', ' prashant kumar tiwari': 'Available', ' rahul kumar pandey': 'Available'}","{' PRAWEEN KUMAR TIWARI': 'Available', ' PRITI DEVI': 'Available', ' ABHISHEK KUMAR DUBEY': 'Available', ' DHANANJAY PANDEY': 'Available', ' manish tiwari': 'Available', ' prashant kumar tiwari': 'Available', ' rahul kumar pandey': 'Available'}",{'2018-2019': 'Not Specified'},{'2018-2019': 'Not Specified'},{'2018-2019': 'Any Other'},{'2018-2019': '2018 2019\n'},34,93,195,100
YUVAAN FOUNDATION,UP/2021/0278051,Registrar of Societies,Registered Societies (Non-Government),1383/2013-14,Available,Available,"Society Registration Act 21, 1860",Rae Bareli,UTTAR PRADESH,22-03-2014,"Children,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Legal Awareness &amp; Aid,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Skill Development",UTTAR PRADESH,"UTTAR PRADESH-&gt;Unnao, Lucknow, Rae Bareli, Kanpur Dehat, Kanpur Nagar, Fatehpur, Pratapgarh, Kaushambi, Prayagraj, Sultanpur, Jaunpur, Amethi",Not Available,Not Available,"Awareness Generation, Skill Development, Life Skill, Education for Children, Rights of Education, Capacity Building, Women Empowerment, Health and Hygiene, Digital Literacy, Vocational training etc","132, Shivaji Nagar, Doorbhas Nagar, ITI",Rae Bareli,UTTAR PRADESH,Not Available,Not Available,yuvaanfoundation14(at)gmail[dot]com,"{' SHASHANK SINGH': 'President', ' BHANU PRATAP SINGH': 'Secretary', ' SHUBHAM SINGH': 'Treasurer'}","{' SHASHANK SINGH': 'Available', ' BHANU PRATAP SINGH': 'Available', ' SHUBHAM SINGH': 'Available'}","{' SHASHANK SINGH': 'Available', ' BHANU PRATAP SINGH': 'Available', ' SHUBHAM SINGH': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2018-2019': 'No any sancntion', '2019-2020': 'No any grant in aid', '2020-2021': 'No any grant in aid', '2021-2022': 'No any grant in aid'}",34,94,195,100
YUVAK VIKAS SAMITI,UP/2017/0181762,Registrar of Societies,Registered Societies (Non-Government),3656/1978,Available,Available,Society Ragistration Act 1860,Bhadohi,UTTAR PRADESH,08-11-1978,"Health &amp; Family Welfare,Agriculture,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Labour &amp; Employment,Legal Awareness &amp; Aid,Panchayati Raj,Rural Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Sant Ravidas Nagar (Bhadohi), Mirzapur, Prayagraj, Deoria, Jaunpur, Ghazipur, Chandauli, Varanasi, Sonbhadra",Available,136760049,"Major activities are healt, education, nutrition and livelihood",Vedmanpur Post Parsipur District Bhadohi Uttar Pradesh,Bhadohi,UTTAR PRADESH,Not Available,Not Available,society1978(at)rediffmail[dot]com,"{' Anand Kumar Dubey': 'Secretary', ' Divya Ratnesh Kumar Dubey': 'Vice President', ' RAMESH CHANDRA PANDEY': 'Member'}","{' Anand Kumar Dubey': 'Available', ' Divya Ratnesh Kumar Dubey': 'Available', ' RAMESH CHANDRA PANDEY': 'Available'}","{' Anand Kumar Dubey': 'Available', ' Divya Ratnesh Kumar Dubey': 'Available', ' RAMESH CHANDRA PANDEY': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': '33000', '2016-2017': '182000', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Unreve Indien', '2016-2017': 'Unreve Indien', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Overseas', '2016-2017': 'Overseas', '2017-2018': 'Any Other'}","{'2014-2015': 'Not Received', '2015-2016': 'Grant recieved', '2016-2017': 'Grant recieved', '2017-2018': 'Remaining part of grant utilized during the year'}",34,95,195,100
YUVARTH WELFARE SOCIETY,UP/2018/0213004,Registrar of Societies,Registered Societies (Non-Government),1020 G-58491,Available,Available,21.1860,GORAKHPUR,UTTAR PRADESH,18-11-2016,Environment &amp; Forests,UTTAR PRADESH,UTTAR PRADESH-&gt;Gorakhpur,Not Available,Not Available,Not Available,JIGINA POST- BANSGOAN ,GORAKHPUR,UTTAR PRADESH,Not Available,Not Available,yuvarthwelfare(at)gmail[dot]com,"{' MANISH KUMAR': 'Manager', ' RAJANISH KUMAR OJHA': 'Member', ' SUJAY KUMAR SINHA': 'Member', ' RAKESH NATH TIWARI': 'Vice President', ' ADITYA KRISHNA AWASTHI': 'Assistant Manager'}","{' MANISH KUMAR': 'Available', ' RAJANISH KUMAR OJHA': 'Available', ' SUJAY KUMAR SINHA': 'Available', ' RAKESH NATH TIWARI': 'Available', ' ADITYA KRISHNA AWASTHI': 'Available'}","{' MANISH KUMAR': 'Available', ' RAJANISH KUMAR OJHA': 'Available', ' SUJAY KUMAR SINHA': 'Available', ' RAKESH NATH TIWARI': 'Available', ' ADITYA KRISHNA AWASTHI': 'Available'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified'}","{'2017-2018': 'Any Other', '2016-2017': 'Any Other'}","{'2017-2018': 'MY NGO YUVARTH WELFARE SOCIETY HAVE COLLECTED FUND OF RS. 55000.00 AS A DONATION OUR TEAM MEMBERS AND OTHER PEOPLE WHO ARE INTERESTED TO HELP FOR SOCIAL ACTIVITIES LIKE PLANTATION ,EDUCATION ,FRESH WATER SUPPLY AND MANY OTHER THINGS TO HELP SAVE GIRLS AND SAVE NATURE AND TO EDUCATED RURAL AREAS PEOPLE .\nTIME TO TIME ORGANISED FREE HEALTH CAMP FOR POOR PEOPLE .\nCOLLECTED CLOTHES AND CONTRIBUTED THE PEOPLE .\nTIME TO TIME ORGANISED BLOOD DONATION CAMP .\nHELP THE PEOPLE WHO ARE HANDICAP PE.\n', '2016-2017': 'MY NGO YUVARTH WELFARE SOCIETY HAVE COLLECTED FUND OF RS. 45000.00 AS A DONATION OUR TEAM MEMBERS AND OTHER PEOPLE WHO ARE INTERESTED TO HELP FOR SOCIAL ACTIVITIES LIKE PLANTATION ,EDUCATION ,FRESH WATER SUPPLY AND MANY OTHER THINGS TO HELP SAVE GIRLS AND SAVE NATURE AND TO EDUCATED RURAL AREAS PEOPLE .\nTIME TO TIME ORGANISED FREE HEALTH CAMP FOR POOR PEOPLE .\nCOLLECTED CLOTHES AND CONTRIBUTED THE PEOPLE .\nTIME TO TIME ORGANISED BLOOD DONATION CAMP .\nHELP THE PEOPLE WHO ARE HANDICAP PE.\n'}",34,96,195,100
YUVERAJ DUTT COLLEGE,UP/2019/0228051,Registrar of Societies,Registered Societies (Non-Government),324,Available,Available,Society registration act 1860,LAKHIMPUR,UTTAR PRADESH,22-02-1950,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Kheri,Not Available,Not Available,Not Available,YUVERAJ DUTT COLLEGE RAJGARH LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH,Not Available,http://www.ydpgcollege.ac.in,ydpgcollege(at)gmail[dot]com,"{' VISHNU NARAIN DUTTA SINGH': 'President', ' PRADIYUMN NARAIN DUTTA SINGH': 'Secretary', ' MANVENDRA NARAIN SINGH': 'Board Member'}","{' VISHNU NARAIN DUTTA SINGH': 'Available', ' PRADIYUMN NARAIN DUTTA SINGH': 'Available', ' MANVENDRA NARAIN SINGH': 'Available'}","{' VISHNU NARAIN DUTTA SINGH': 'Available', ' PRADIYUMN NARAIN DUTTA SINGH': 'Available', ' MANVENDRA NARAIN SINGH': 'Available'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2015-2016': 'NO GRANT SANCTIONED ', '2016-2017': 'NO GRANT SANCTIONED ', '2017-2018': 'NO GRANT SANCTIONED ', '2018-2019': 'NO GRANT SANCTIONED '}",34,97,195,100
