ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
YOGAYTAN,UP/2017/0161845,Registrar of Societies,Registered Societies (Non-Government),2657,Available,Available,THE SOCIETY REGISTRATION ACT 1860,LUCKNOW,UTTAR PRADESH,22-03-1996,"Art &amp; Culture,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare",UTTAR PRADESH,UTTAR PRADESH-&gt;Lucknow,Not Available,Not Available,YOGA AND NATUROPATHY AWARENESS PROGRAM YOGA TRAINING CAMP WOMEN AND CHILD DEVELOPMENT AND ENVIRONMENT AWARENESS PROGRAM,"363 A/6, MOTI NAGAR, AISHBAGH ROAD, LUCKNOW 226004",LUCKNOW,UTTAR PRADESH,Not Available,https://yogaytan.org/,yogaytan1996(at)gmail[dot]com,"{' SHWETA DWIVEDI': 'Secretary', ' PRIYANJALI PANDEY': 'Treasurer', ' SUBODH PANDEY': 'Programme Assistant'}","{' SHWETA DWIVEDI': 'Available', ' PRIYANJALI PANDEY': 'Available', ' SUBODH PANDEY': 'Available'}","{' SHWETA DWIVEDI': 'Available', ' PRIYANJALI PANDEY': 'Available', ' SUBODH PANDEY': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'NO GRANT IN AID RECEIVED ', '2015-2016': 'NO GRANT IN AID RECEIVED ', '2016-2017': 'NO GRANT IN AID RECEIVED ', '2017-2018': 'NO GRANT IN AID RECEIVED '}",34,86,194,100
YOGBODHI,UP/2018/0209414,Sub-Registrar,Trust (Non-Government),VNS 4 54 85,Available,Available,TRUST ACT,VARANASI,UTTAR PRADESH,28-07-2008,"Art &amp; Culture,Education &amp; Literacy,Health &amp; Family Welfare,Youth Affairs,Tourism",UTTAR PRADESH,"UTTAR PRADESH-&gt;Jaunpur, Ghazipur, Varanasi, Sant Ravidas Nagar (Bhadohi), Mirzapur, Sonbhadra",Not Available,Not Available,Provided training ,"56, BODHI, DANIYALPUR, ",VARANASI,UTTAR PRADESH,Not Available,http://www.yogbodhi.org,yogbodhitrust(at)gmail[dot]com,"{' ASHVINEE KUMAR': 'President', ' ANITA DEVI': 'Trustee', ' RAVI SHANKAR': 'Trustee'}","{' ASHVINEE KUMAR': 'Available', ' ANITA DEVI': 'Available', ' RAVI SHANKAR': 'Available'}","{' ASHVINEE KUMAR': 'Available', ' ANITA DEVI': 'Available', ' RAVI SHANKAR': 'Available'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2015-2016': 'Not applied for', '2016-2017': 'Not applied for', '2017-2018': 'Not applied for', '2018-2019': 'Not applied for'}",34,87,194,100
YOGBODHI LIBERTY FOUNDATION,UP/2021/0279469,Registrar of Companies,Private Sector Companies (Sec 8/25),U85300UP2020NPL138137,Available,Available,Companies Act 2013,Varanasi,UTTAR PRADESH,19-11-2020,"Health &amp; Family Welfare,Micro Small &amp; Medium Enterprises","UTTAR PRADESH, BIHAR","UTTAR PRADESH-&gt;Varanasi, Mirzapur, Sonbhadra, BIHAR-&gt;Pashchim Champaran, Gaya",Not Available,Not Available,"2. To promote, encourage, support, assist, aid and help Human Health Activities to attain complete physical, mental and social well-being by providing integrated healthcare services for better human health progress towards sustainable development 
3.  To undertake, carry out, promote and sponsor development of life towards self-reliant in every aspect in rural and urban areas.
","YOGBODHI LIBERTY FOUNDATION
CHAMBER 12, H. No. 56, Bodhi
DANIYALPUR, Near Bodhi Road, ",Varanasi,UTTAR PRADESH,Not Available,https://www.yogbodhi.org/,yogbodhilibertyfoundation(at)gmail[dot]com,"{' ASHVINEE KUMAR': 'Chairman', ' ANITA DEVI': 'Director', ' AMIT KUMAR MAURYA': 'Director'}","{' ASHVINEE KUMAR': 'Available', ' ANITA DEVI': 'Available', ' AMIT KUMAR MAURYA': 'Available'}","{' ASHVINEE KUMAR': 'Available', ' ANITA DEVI': 'Available', ' AMIT KUMAR MAURYA': 'Available'}",{'2020-2021': 'Not Specified'},{'2020-2021': 'Not Specified'},{'2020-2021': 'Any Other'},{'2020-2021': 'Initial contribution received from Promoter and Potential Members of the Organization'},34,88,194,100
yogdan,UP/2009/0002783,Registrar of Societies,Registered Societies (Non-Government),010/1996-97,Available,Available,"Societies Registration Act 21, 1860",Lucknow,UTTAR PRADESH,04-04-1996,"Aged/Elderly,Agriculture,Children,Disaster Management,Education &amp; Literacy,Health &amp; Family Welfare,HIV/AIDS,Legal Awareness &amp; Aid,Labour &amp; Employment,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Civic Issues,Dalit Upliftment,Differently Abled,Drinking Water,Environment &amp; Forests,Food Processing,Housing,Human Rights,Information &amp; Communication Technology,Land Resources,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Agra, Aligarh, Prayagraj, Ambedkar Nagar, Amethi, Auraiya, Azamgarh, Baghpat, Bahraich, Ballia, Balrampur, Banda, Bara Banki, Bareilly, Basti, Bijnor, Budaun, Bulandshahr , Chandauli, Chitrakoot, Deoria, Etah, Etawah, Faizabad, Farrukhabad, Fatehpur, Firozabad, Gautam Buddha Nagar, Ghaziabad, Ghazipur, Gonda, Gorakhpur, Hamirpur, Hapur, Hardoi, Hathras, Jalaun , Jaunpur, Jhansi, Jyotiba Phule Nagar, Kannauj, Kanpur Dehat, Kanpur Nagar, Kanshiram Nagar, Kaushambi, Kheri, Kushinagar, Lalitpur, Lucknow, Mahoba, Mahrajganj, Mainpuri, Mathura, Mau, Meerut, Mirzapur, Moradabad, Muzaffarnagar, Noida, Pilibhit, Pratapgarh, Rae Bareli, Rampur, Saharanpur, Sambhal, Sant Kabir Nagar, Sant Ravidas Nagar (Bhadohi), Shahjahanpur, Shamli, Shrawasti, Siddharthnagar, Sitapur, Sonbhadra, Sultanpur, Unnao, Varanasi",Available,136550224,Children Civic Issues Differently Abled Disaster Management Dalit Upliftment Drinking Water Education and Literacy Environment and Forests Food Processing Health and Family Welfare HIV AIDS Housing Human Rights Information and Communication Technology Legal Awareness and Aid Labour and Employment Land Resources Micro Finance SHGs Minority Issues Micro Small and Medium Enterprises,"381/28A Khirki Meer Agha, Mata Deen Road, Saadatganj, Lucknow",Lucknow,UTTAR PRADESH,0522-6549985,http://yogdanindia.org,yogdan_2001(at)rediffmail[dot]com,"{' Salman Haider rizvi': 'Secretary', ' syed Firoz Naqvi': 'Chairman', ' Rishu Gupta': 'Treasurer'}","{' Salman Haider rizvi': 'Available', ' syed Firoz Naqvi': 'Available', ' Rishu Gupta': 'Available'}","{' Salman Haider rizvi': 'Available', ' syed Firoz Naqvi': 'Available', ' Rishu Gupta': 'Available'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2019-2020': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2019-2020': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'Any Other', '2016-2017': 'Any Other', '2015-2016': 'Any Other', '2019-2020': 'Any Other', '2018-2019': 'Any Other'}","{'2017-2018': 'Not Applicable', '2016-2017': 'Not Applicable', '2015-2016': 'Not Applicable', '2019-2020': 'Not Applicable', '2018-2019': 'No Govt grant received.....'}",34,89,194,100
YOGDAN INDIA FOUNDATION,UP/2018/0220898,Registrar of Companies,Private Sector Companies (Sec 8/25),U85300UP2018NPL111450,Available,Available,"Act, 2013",PILIBHIT,UTTAR PRADESH,19-12-2018,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Children,Civic Issues,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Sports,Tourism,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs","UTTAR PRADESH, UTTARAKHAND","UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Rampur, Jyotiba Phule Nagar, Meerut, Baghpat, Ghaziabad, Gautam Buddha Nagar, Bulandshahr , Aligarh, Hathras, Mathura, Agra, Firozabad, Mainpuri, Budaun, Bareilly, Pilibhit, Shahjahanpur, Kheri, Sitapur, Hardoi, Unnao, Lucknow, Kanpur Dehat, Kanpur Nagar, Prayagraj, Varanasi, Noida, UTTARAKHAND-&gt;Champawat, Udham Singh Nagar",Not Available,Not Available,"To establish, set up, run, operate, manage and maintain, Technical training centers, skill development Centers, entrepreneurship development programs, training of trainers,teachers center of excellence old age literacy centers, training centers for illiterate people and also to run placements centers to place skilled or semi skilled manpower, Skill Development and manpower outsourcing","House No. 26 Shahi Lalorikheda, Pilibheet PILIBHIT Pilibhit UP 262001 INDIA",PILIBHIT,UTTAR PRADESH,Not Available,http://www.yogdanindia.org.in,yogdanindiafoundation(at)gmail[dot]com,"{' GEETA DEVI': 'Chairman', ' MANOJ KUMAR SINGH': 'Secretary', ' PREM KUMAR': 'Treasurer'}","{' GEETA DEVI': 'Available', ' MANOJ KUMAR SINGH': 'Available', ' PREM KUMAR': 'Available'}","{' GEETA DEVI': 'Available', ' MANOJ KUMAR SINGH': 'Available', ' PREM KUMAR': 'Available'}",{'2018-2019': 'Not Specified'},{'2018-2019': 'Not Specified'},{'2018-2019': 'Any Other'},"{'2018-2019': 'To educate students and organization, Provide short term low cost, online courses in various domains, run various seminars, institutions, projects and campaigns meant for providing awareness in all life skill situations, standard of living, arts, education, health, entrepreneurship, basic rights, technology with the object of removing backwardness, making people self-confident, Women '}",34,90,194,100
YOGDAN SANSTHAN SAMITI,UP/2019/0223282,Registrar of Societies,Registered Societies (Non-Government),782/2004-2005,Available,Available,1860,karwi,UTTAR PRADESH,05-03-2005,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Chitrakoot,Not Available,Not Available,we have success for 400 candidates in placement.,CICSTNear HDFC Bank Mishra Complex,karwi,UTTAR PRADESH,Not Available,Not Available,cicst(at)rediffmail[dot]com,"{' RADHEYSHYAM JAISWAL': 'President', ' ANIL JAISWAL': 'Secretary', ' ASHOK KUMAR ': 'Treasurer'}","{' RADHEYSHYAM JAISWAL': 'Available', ' ANIL JAISWAL': 'Available', ' ASHOK KUMAR ': 'Available'}","{' RADHEYSHYAM JAISWAL': 'Available', ' ANIL JAISWAL': 'Available', ' ASHOK KUMAR ': 'Available'}","{'2018-2019': 'Not Specified', '2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified'}","{'2018-2019': 'Not Specified', '2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified'}","{'2018-2019': 'Any Other', '2017-2018': 'Any Other', '2016-2017': 'Any Other', '2015-2016': 'Any Other'}","{'2018-2019': 'no any grant submitted', '2017-2018': 'no any grant submitted', '2016-2017': 'no any grant submitted', '2015-2016': 'no any grant submitted'}",34,91,194,100
Yogdanfoundation,UP/2017/0154587,Registrar of Societies,Registered Societies (Non-Government),792,Available,Available,"Society Registration Act 21,1860",Lucknow,UTTAR PRADESH,21-06-2010,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Health &amp; Family Welfare,Human Rights,Labour &amp; Employment,Micro Small &amp; Medium Enterprises,Minority Issues,Panchayati Raj,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Gonda, Lucknow",Not Available,Not Available,Vocational Training Environment and  Forest Education and Literacy Health and FamilyWelfare Woman Empowerment Rural Development etc,"H. No.-8/121, Vikasnagar, Lucknow",Lucknow,UTTAR PRADESH,Not Available,Not Available,yogdan2013(at)gmail[dot]com,"{' Kapil Dev': 'Director', ' Rahul Dev Tiwari': 'Secretary', ' Lokesh Singh': 'Joint Secretary'}","{' Kapil Dev': 'Available', ' Rahul Dev Tiwari': 'Available', ' Lokesh Singh': 'Available'}","{' Kapil Dev': 'Available', ' Rahul Dev Tiwari': 'Available', ' Lokesh Singh': 'Available'}","{'2014-2015': '8000', '2015-2016': '25000', '2016-2017': 'Not Specified', '2013-2014': 'Not Specified'}","{'2014-2015': 'Ministry of Environment and Forest', '2015-2016': 'National Council For Promotion Of Urdu Language', '2016-2017': 'Not Specified', '2013-2014': 'Not Specified'}","{'2014-2015': 'Central', '2015-2016': 'Central', '2016-2017': 'Any Other', '2013-2014': 'Any Other'}","{'2014-2015': 'This grant is section for purpose of Environment awareness by plantation and seninar.', '2015-2016': 'N.C.P.U.L conducting seminar of Urdu language.', '2016-2017': 'No grant section in financial year 2016-2017.', '2013-2014': 'No grant section in year 2013-14'}",34,92,194,100
Yogendra Nath Jan Seva Sansthan,UP/2021/0295138,Registrar of Societies,Registered Societies (Non-Government),282/2008-2009,Available,Available,Societies Registration Act 1860,Ballia,UTTAR PRADESH,30-05-2008,"Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Civic Issues,Disaster Management,Education &amp; Literacy,Food Processing,Labour &amp; Employment,Micro Small &amp; Medium Enterprises,New &amp; Renewable Energy,Rural Development &amp; Poverty Alleviation,Vocational Training",UTTAR PRADESH,"UTTAR PRADESH-&gt;Ghazipur, Lucknow, Azamgarh, Mau, Ballia, Jaunpur, Varanasi",Not Available,Not Available,"1.Vocational Training and skill development 
2. Focus on capability building
3. Market place and market linkage 
4.  Farming and agriculture best practices ","Yogendra Nath ITI,
Harpur ,
Awas Vikas ColonyBallia",Ballia,UTTAR PRADESH,Not Available,Not Available,yogendranath[dot]janseva(at)gmail.com,"{' Geeta Rai': 'President', ' Ajeet Kumar Mishra': 'Manager', ' RITA RAI': 'Vice President'}","{' Geeta Rai': 'Available', ' Ajeet Kumar Mishra': 'Available', ' RITA RAI': 'Available'}","{' Geeta Rai': 'Available', ' Ajeet Kumar Mishra': 'Available', ' RITA RAI': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'No Grant - Self Volunteered contribution ', '2018-2019': 'No Grant - Self Volunteered contribution ', '2019-2020': 'No Grant - Self Volunteered contribution ', '2020-2021': 'No Grant - Self Volunteered contribution '}",34,93,194,100
YOGESH GRAMODYOG SEWA SANSTHAN,UP/2017/0157340,Registrar of Societies,Registered Societies (Non-Government),1517,Available,Available,"Societies Registration Act 21, 1860",Firozabad,UTTAR PRADESH,25-03-1987,"Art &amp; Culture,Children,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,Legal Awareness &amp; Aid,Vocational Training",UTTAR PRADESH,"UTTAR PRADESH-&gt;Agra, Aligarh, Bulandshahr , Farrukhabad, Firozabad, Ghaziabad, Jyotiba Phule Nagar, Moradabad",Not Available,Not Available,Vocational Training Women Empowerment Educational for Girls Educational for children awareness generation health and hygiene etc,"Pratappur Road, Dwarikapuri Colony, Shikohabad",Firozabad,UTTAR PRADESH,Not Available,Not Available,yogesh[dot]gramodyog(at)gmail.com,"{' ANURUDDH KUMAR': 'President', ' Anand Kumar Yadav': 'Treasurer', ' RAMESH CHANDRA CHAUHAN': 'Member'}","{' ANURUDDH KUMAR': 'Available', ' Anand Kumar Yadav': 'Available', ' RAMESH CHANDRA CHAUHAN': 'Available'}","{' ANURUDDH KUMAR': 'Available', ' Anand Kumar Yadav': 'Available', ' RAMESH CHANDRA CHAUHAN': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': '3879000', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'UP Mahila Samakhya', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'State', '2017-2018': 'Any Other'}","{'2014-2015': 'NO ANY GRANT RECEIVED ', '2015-2016': 'NO ANY GRANT RECEIVED ', '2016-2017': 'Residential school for labour children ', '2017-2018': 'Currently financial is continue '}",34,94,194,100
yogini devi memorial charitable trust,UP/2021/0279212,Sub-Registrar,Trust (Non-Government),250,Available,Available,The Indian Trust,Gorakhpur,UTTAR PRADESH,19-12-2015,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Gorakhpur,Not Available,Not Available,"The major activity adopted by the trust is motivation of youth towards technical Education and skilled development for which trust is stablished kaushal vikas private ITI. At Kamtapuram , barebojh, Jam Ballia which is running successfully.","Kamleshpuram, Kuraghat near M M M Engineering University",Gorakhpur,UTTAR PRADESH,Not Available,http://www.kaushalvikasiti.com/,knsinghgeo(at)gmail[dot]com,"{' kameshwar nath Singh': 'Chairman', ' Sarveshwar nath Singh': 'Treasurer', ' Veena Singh': 'Vice President'}","{' kameshwar nath Singh': 'Available', ' Sarveshwar nath Singh': 'Available', ' Veena Singh': 'Available'}","{' kameshwar nath Singh': 'Available', ' Sarveshwar nath Singh': 'Available', ' Veena Singh': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'The source of Income of trust is only membership fee as well as donations received from well wishers and beside these sources the tuition fee is major source of revenue.', '2017-2018': 'The source of Income of trust is only membership fee as well as donations received from well wishers and beside these sources the tuition fee is major source of revenue.', '2018-2019': 'The source of Income of trust is only membership fee as well as donations received from well wishers and beside these sources the tuition fee is major source of revenue.', '2019-2020': 'The source of Income of trust is only membership fee as well as donations received from well wishers and beside these sources the tuition fee is major source of revenue.'}",34,95,194,100
Yogsarthi,UP/2021/0290529,Sub-Registrar,Trust (Non-Government),236,Available,Available,Indian Trust Act 1882,LUCKNOW,UTTAR PRADESH,11-06-2020,"Art &amp; Culture,Civic Issues,Education &amp; Literacy,Aged/Elderly,Health &amp; Family Welfare,Nutrition,Women's Development &amp; Empowerment","UTTAR PRADESH, UTTARAKHAND","UTTAR PRADESH-&gt;Lucknow, UTTARAKHAND-&gt;Udham Singh Nagar",Not Available,Not Available,"Organized over 1000 Yog Shivirs across the country
Regular meditation camps
Old cows shelter arrangement
",P -215 Pushpayan Block Nehru Enclve Gomti Nagar Lucknow,LUCKNOW,UTTAR PRADESH,Not Available,Not Available,yogsarthi(at)gmail[dot]com,"{' Amit Tripathi': 'Chairman', ' Darshan singh Hindustani': 'Secretary', ' Deepti': 'Joint Secretary'}","{' Amit Tripathi': 'Available', ' Darshan singh Hindustani': 'Available', ' Deepti': 'Available'}","{' Amit Tripathi': 'Available', ' Darshan singh Hindustani': 'Available', ' Deepti': 'Available'}","{'2021-2022': 'Not Specified', '2020-2021': 'Not Specified'}","{'2021-2022': 'Not Specified', '2020-2021': 'Not Specified'}","{'2021-2022': 'Any Other', '2020-2021': 'Any Other'}","{'2021-2022': 'we did not receive any grants', '2020-2021': 'We did not receive any grants.'}",34,96,194,100
Yogya Srijan Sansthan,UP/2017/0160216,Registrar of Societies,Registered Societies (Non-Government),288-2010-2011,Available,Available,Women Welfare Society,Lucknow,UTTAR PRADESH,11-05-2010,Women's Development &amp; Empowerment,UTTAR PRADESH,"UTTAR PRADESH-&gt;Bara Banki, Faizabad, Kheri, Lucknow, Sitapur",Not Available,Not Available,Not Available,A-1449/9 Indira Nagar Lucknow,Lucknow,UTTAR PRADESH,Not Available,Not Available,ysslko(at)gmail[dot]com,"{' Manju Shukla': 'President', ' Rajesh Pandey': 'Others', ' Neetu Mishra': 'Vice Chairman', ' Nidhi Awasthi': 'Treasurer', ' Rajendra Prasad Mishra': 'Others', ' Mani Shanker Shukla': 'Member'}","{' Manju Shukla': 'Available', ' Rajesh Pandey': 'Available', ' Neetu Mishra': 'Available', ' Nidhi Awasthi': 'Available', ' Rajendra Prasad Mishra': 'Available', ' Mani Shanker Shukla': 'Available'}","{' Manju Shukla': 'Available', ' Rajesh Pandey': 'Available', ' Neetu Mishra': 'Available', ' Nidhi Awasthi': 'Available', ' Rajendra Prasad Mishra': 'Available', ' Mani Shanker Shukla': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other'}","{'2013-2014': 'WORKED INDIVIDUAL rESOURCES', '2014-2015': 'WORKED INDIVIDUAL rESOURCES', '2015-2016': 'WORKED INDIVIDUAL RESOURCES', '2016-2017': 'WORKED INDIVIDUAL RESOURCES'}",34,97,194,100
YOGYATA SAMAJ KALYAN SEWA SAMITI,UP/2021/0301746,Registrar of Societies,Registered Societies (Non-Government),KNJ/05645/2019-2020,Available,Available,1860,Saurikh,UTTAR PRADESH,26-09-2019,Not Available,Not Available,Not Available,Not Available,Not Available,"Poor Child Food, Health ","Sarai Prtap, PO- Paror, PS Saurikh, Dist. Kannauj, Uttar Pradesh 209747",Saurikh,UTTAR PRADESH,Not Available,https://www.yogyata.org.in,akyogyata1990(at)gmail[dot]com,"{' Avdhesh Kumar': 'Secretary', ' Ajeet Kumar': 'Cashier', ' Asha Ram Yadav': 'Vice President'}","{' Avdhesh Kumar': 'Available', ' Ajeet Kumar': 'Available', ' Asha Ram Yadav': 'Available'}","{' Avdhesh Kumar': 'Available', ' Ajeet Kumar': 'Available', ' Asha Ram Yadav': 'Available'}","{'2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2019-2020': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2019-2020': 'Cash Charity', '2020-2021': 'Cash Charity', '2021-2022': 'Cash Charity'}",34,98,194,100
youandmefoundation,UP/2017/0150203,Registrar of Societies,Registered Societies (Non-Government),897/2010-11,Available,Available,"SOCIETY REGISTRATION ACT 1860,21(A)",AGRA,UTTAR PRADESH,29-07-2010,"Children,Drinking Water,Labour &amp; Employment,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Agra,Not Available,Not Available,Not Available,"24, GWALIOR ROAD, AGRA",AGRA,UTTAR PRADESH,Not Available,Not Available,somajainjasoria(at)gmail[dot]com,"{' VANDANA JAIN': 'President', ' SHEFALI JAIN': 'Vice President', ' SOMA JAIN JASORIA': 'Chairman'}","{' VANDANA JAIN': 'Available', ' SHEFALI JAIN': 'Available', ' SOMA JAIN JASORIA': 'Available'}","{' VANDANA JAIN': 'Available', ' SHEFALI JAIN': 'Available', ' SOMA JAIN JASORIA': 'Available'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2014-2015': 'Not Specified'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2014-2015': 'Not Specified'}","{'2017-2018': 'Any Other', '2016-2017': 'Any Other', '2015-2016': 'Any Other', '2014-2015': 'Any Other'}","{'2017-2018': 'donation, membership fees, charity, self \n', '2016-2017': 'donation, membership fees, charity, self \n', '2015-2016': 'donation, membership fees, charity, self \n', '2014-2015': 'donation, membership fees, charity, self \n'}",34,99,194,100
